target,    dr2id,    dr3id
Kepler-519 , Gaia DR2 2075161655782111872 , Gaia DR3 2075161655782111872
GJ 3929 , Gaia DR2 1372215976327300480 , Gaia DR3 1372215976327300480
Kepler-738 , Gaia DR2 2130427821771278976 , Gaia DR3 2130427821771278976
K2-169 , Gaia DR2 2599322178998513664 , Gaia DR3 2599322178998513664
HD 152079 , Gaia DR2 5939949051801737472 , Gaia DR3 5939949051801737472
Kepler-1065 , Gaia DR2 2052203273182353920 , Gaia DR3 2052203273182353920
HD 136118 , Gaia DR2 4415515934099120768 , Gaia DR3 4415515934099120768
Kepler-1734 , Gaia DR2 2077403633010654976 , Gaia DR3 2077403633010654976
KMT-2023-BLG-0469L , None , None
WASP-17 , Gaia DR2 6042793005779654656 , Gaia DR3 6042793005779654656
Kepler-246 , Gaia DR2 2077203728052488192 , Gaia DR3 2077203728052488192
Kepler-1551 , Gaia DR2 2076325527501566208 , Gaia DR3 2076325527501566208
K2-373 , Gaia DR2 650623262571412480 , Gaia DR3 650623262571412480
Kepler-1341 , Gaia DR2 2117344732912435968 , Gaia DR3 2117344732912435968
Kepler-732 , Gaia DR2 2107406178588473728 , Gaia DR3 2107406178588473728
Kepler-149 , Gaia DR2 2100015089629466112 , Gaia DR3 2100015089629466112
K2-192 , Gaia DR2 3613467311677116160 , Gaia DR3 3613467311677116160
OGLE-2016-BLG-1093L , None , None
UCAC4 328-061594 , Gaia DR2 5473389537569200896 , Gaia DR3 5473389537569200896
EPIC 206215704 , Gaia DR2 2615281560211505408 , Gaia DR3 2615281560211505408
HD 63935 , Gaia DR2 3145754895088191744 , Gaia DR3 3145754895088191744
Kepler-1404 , Gaia DR2 2135354424139022592 , Gaia DR3 2135354424139022592
Kepler-1871 , Gaia DR2 2051948633156991232 , Gaia DR3 2051948633156991232
NGTS-33 , Gaia DR2 5590415817155428224 , Gaia DR3 5590415817155428224
Kepler-1917 , Gaia DR2 2079911859548385536 , Gaia DR3 2079911859548385536
Kepler-1625 , Gaia DR2 2076280000851171328 , Gaia DR3 2076280000851171328
TOI-6086 , Gaia DR2 4597447518944594176 , Gaia DR3 4597447518944594176
OGLE-2016-BLG-1067L , None , None
KMT-2021-BLG-0119L , None , None
Kepler-1806 , Gaia DR2 2132842177507335424 , Gaia DR3 2132842177507335424
K2-321 , None , Gaia DR3 3856449627544923392
Kepler-581 , Gaia DR2 2076595869920511104 , Gaia DR3 2076595869920511104
HD 233604 , Gaia DR2 1023492257121204352 , Gaia DR3 1023492257121204352
NY Vir , Gaia DR2 3637481302758519040 , Gaia DR3 3637481302758519040
OGLE-2017-BLG-1375L , None , None
KELT-2 A , Gaia DR2 3438059369839738624 , Gaia DR3 3438059369839738624
Kepler-952 , Gaia DR2 2104168288644696320 , Gaia DR3 2104168288644696320
MOA-2016-BLG-319L , None , None
70 Vir , Gaia DR2 3740176925743650688 , Gaia DR3 3740176925743994752
CFHTWIR-Oph 98 A , None , None
Kepler-202 , Gaia DR2 2104376405579347968 , Gaia DR3 2104376405579347968
Kepler-396 , Gaia DR2 2134847343119885440 , Gaia DR3 2134847343121798528
HD 109833 , Gaia DR2 5838450865699668736 , Gaia DR3 5838450865699668736
TOI-2583 A , None , None
Luhman 16 A , None , None
Kepler-684 , Gaia DR2 2052643696302706944 , Gaia DR3 2052643696302706944
Kepler-449 , Gaia DR2 2077618037775709568 , Gaia DR3 2077618037775709568
Kepler-1056 , Gaia DR2 2085599186522693632 , Gaia DR3 2085599186522693632
Kepler-1987 , Gaia DR2 2078000289864478976 , Gaia DR3 2078000289864478976
Kepler-209 , Gaia DR2 2101964558106974848 , Gaia DR3 2101964558106974848
KELT-21 , Gaia DR2 2054523105274216704 , Gaia DR3 2054523105274216704
KMT-2022-BLG-1013L , None , None
HIP 79431 , Gaia DR2 6245870673116518784 , Gaia DR3 6245870673116518784
nu Oct A , None , None
HD 164509 , Gaia DR2 4275421969292868224 , Gaia DR3 4275421969292868224
HD 44219 , Gaia DR2 3001428566419966592 , Gaia DR3 3001428566419966592
HD 48265 , Gaia DR2 5551551998119947648 , Gaia DR3 5551551998119947648
Kepler-1805 , Gaia DR2 2103822075621468672 , Gaia DR3 2103822075621468672
Kepler-172 , Gaia DR2 2104506319750394624 , Gaia DR3 2104506319750394624
Kepler-1634 , Gaia DR2 2127953233416258432 , Gaia DR3 2127953233416258432
Kepler-1641 , Gaia DR2 2077041103410971392 , Gaia DR3 2077041103410971392
NGC 2682 YBP 1514 , None , None
Kepler-1026 , Gaia DR2 2103502465633672320 , Gaia DR3 2103502465633672320
WASP-75 , Gaia DR2 2605161444735454464 , Gaia DR3 2605161444735454464
Kepler-144 , Gaia DR2 2104839471773324032 , Gaia DR3 2104839471773324032
Kepler-1633 , Gaia DR2 2127190000546917632 , Gaia DR3 2127190000546917632
Kepler-242 , Gaia DR2 2103934504985435904 , Gaia DR3 2103934504985435904
TOI-2109 , Gaia DR2 4558177980120149632 , Gaia DR3 4558177980124887936
Kepler-1055 , Gaia DR2 2127020229079881856 , Gaia DR3 2127020229079881856
TOI-2587 A , None , None
HATS-29 , Gaia DR2 6638230431120193280 , Gaia DR3 6638230431120193280
Kepler-1031 , None , None
WTS-1 , Gaia DR2 2048464796206336896 , Gaia DR3 2048464796210957440
TIC 4672985 , Gaia DR2 5172202413314737152 , Gaia DR3 5172202413314737152
Kepler-850 , Gaia DR2 2128927297638946176 , Gaia DR3 2128927297638946176
HD 83443 , Gaia DR2 5424836719001215360 , Gaia DR3 5424836719001215360
K2-69 , Gaia DR2 2614926005638892032 , Gaia DR3 2614926005638892032
TOI-1298 , Gaia DR2 1647136729864424576 , Gaia DR3 1647136729864424576
Kepler-1333 , Gaia DR2 2077383395124052096 , Gaia DR3 2077383395124052096
Kepler-355 , Gaia DR2 2105535462635217792 , Gaia DR3 2105535462635217792
TOI-6130 , Gaia DR2 2736716262948031872 , Gaia DR3 2736716262948031872
Kepler-287 , Gaia DR2 2129509381668153984 , Gaia DR3 2129509381668153984
K2-148 , Gaia DR2 2536443724641751808 , Gaia DR3 2536443724641751808
OGLE-TR-111 , Gaia DR2 5242089296564780416 , Gaia DR3 5242089296564780416
TOI-5153 , Gaia DR2 2942084865853011712 , Gaia DR3 2942084865853011712
HD 331093 , Gaia DR2 2033246455795280896 , Gaia DR3 2033246455795280896
Kepler-214 , Gaia DR2 2106748052160620928 , Gaia DR3 2106748052160620928
WASP-74 , Gaia DR2 4224062406762625152 , Gaia DR3 4224062406762625152
Kepler-752 , Gaia DR2 2051896440713570048 , Gaia DR3 2051896440713570048
Kepler-831 , Gaia DR2 2077954866292643840 , Gaia DR3 2077954866292643840
K2-89 , Gaia DR2 63206117414110848 , Gaia DR3 63206117414110848
K2-350 , Gaia DR2 3606709167752821632 , Gaia DR3 3606709167752821632
Kepler-1475 , Gaia DR2 2079750265699679872 , Gaia DR3 2079750265699679872
HD 102272 , Gaia DR2 3923915248709126144 , Gaia DR3 3923915248709126144
HD 124330 , Gaia DR2 1609157502297291008 , Gaia DR3 1609157502297291008
K2-292 , Gaia DR2 3616931735377523712 , Gaia DR3 3616931735377523712
K2-368 , Gaia DR2 2613924969021549440 , Gaia DR3 2613924969021549440
HATS-7 , Gaia DR2 6288858347945925504 , Gaia DR3 6288858347945925504
Kepler-433 , Gaia DR2 2073856917743350784 , Gaia DR3 2073856917743350784
Kepler-1091 , Gaia DR2 2075987599477644672 , Gaia DR3 2075987599477644672
Kepler-605 , Gaia DR2 2105618029085927680 , Gaia DR3 2105618029085927680
Kepler-1878 , Gaia DR2 2076067073548982784 , Gaia DR3 2076067073548982784
OGLE2-TR-L9 , Gaia DR2 5337273743301313536 , Gaia DR3 5337273743301313536
Kepler-278 , Gaia DR2 2052881912366613376 , Gaia DR3 2052881912366613376
ZTF J1230-2655 , None , None
Kepler-1450 , Gaia DR2 2079905193758608384 , Gaia DR3 2079905193758608384
HD 169830 , Gaia DR2 4048037707717866880 , Gaia DR3 4048037707717866880
Kepler-1245 , Gaia DR2 2126057774150666368 , Gaia DR3 2126057774150666368
Kepler-1325 , Gaia DR2 2104094209049086976 , Gaia DR3 2104094209049086976
OGLE-2018-BLG-0740L , None , None
TOI-2803 A , None , None
MOA-2010-BLG-117L , None , None
TOI-4137 , Gaia DR2 497750842338402560 , Gaia DR3 497750842338402560
Kepler-1547 , Gaia DR2 2104890633423618048 , Gaia DR3 2104890633423618048
Kepler-327 , Gaia DR2 2126336710805475712 , Gaia DR3 2126336710805475712
Kepler-1477 , Gaia DR2 2116740104595955328 , Gaia DR3 2116740104595955328
TOI-942 , Gaia DR2 2974906868489280768 , Gaia DR3 2974906868489280768
Kepler-173 , Gaia DR2 2077485271747441280 , Gaia DR3 2077485271747441280
XO-2 S , Gaia DR2 934346740559239296 , Gaia DR3 934346740559239296
OGLE-2012-BLG-0724L , None , None
Kepler-1421 , Gaia DR2 2131173187575866496 , Gaia DR3 2131173187575866496
Kepler-932 , Gaia DR2 2078726238114989824 , Gaia DR3 2078726238114989824
MOA-2013-BLG-605L , None , None
ome Ser , Gaia DR2 4423234230853333632 , Gaia DR3 4423234230853333632
Kepler-725 , Gaia DR2 2106775024555031936 , Gaia DR3 2106775024555031936
Kepler-1750 , Gaia DR2 2129654040463673600 , Gaia DR3 2129654040463673600
K2-416 , None , Gaia DR3 2632278807386060288
K2-333 , Gaia DR2 607345660265955456 , Gaia DR3 607345660265955456
K2-34 , Gaia DR2 665757593450097920 , Gaia DR3 665757593450097920
K2-129 , Gaia DR2 6769308026926349056 , Gaia DR3 6769308026926349056
Kepler-1434 , Gaia DR2 2135594392551675520 , Gaia DR3 2135594392551675520
HIP 113103 , Gaia DR2 6541360574788758016 , Gaia DR3 6541360574788758016
Kepler-1276 , Gaia DR2 2100623600597189504 , Gaia DR3 2100623600597189504
Kepler-1628 , Gaia DR2 2105245187265625728 , None
Kepler-1827 , Gaia DR2 2053573711340731392 , Gaia DR3 2053573711340731392
TOI-2427 , Gaia DR2 5055663973297050624 , Gaia DR3 5055663973297050624
Kepler-1474 , Gaia DR2 2080057269961317120 , Gaia DR3 2080057269961317120
TOI-904 , Gaia DR2 4620844400530949376 , Gaia DR3 4620844400530949376
OGLE-2017-BLG-1140L , None , None
WASP-135 , Gaia DR2 4596481632339898240 , Gaia DR3 4596481632339898240
Kepler-175 , Gaia DR2 2102880210775046528 , Gaia DR3 2102880210775046528
L 168-9 , Gaia DR2 6491962296196145664 , Gaia DR3 6491962300492857472
Kepler-1019 , Gaia DR2 2107596978215473024 , Gaia DR3 2107596978215473024
Kepler-501 , Gaia DR2 2076943796633684352 , Gaia DR3 2076943796633684352
HAT-P-22 , Gaia DR2 846946629987527168 , Gaia DR3 846946629987527168
Kepler-443 , Gaia DR2 2132699137916968576 , Gaia DR3 2132699137916968576
K2-66 , Gaia DR2 2614121364991061888 , Gaia DR3 2614121364991061888
BD+03 2562 , Gaia DR2 3895649725336884736 , Gaia DR3 3895649725336884736
HD 217958 , Gaia DR2 2382836143445509120 , Gaia DR3 2382836143445759488
Kepler-254 , Gaia DR2 2130250731680096384 , Gaia DR3 2130250731680096384
TOI-4087 , Gaia DR2 1725490333641502976 , Gaia DR3 1725490333641502976
K2-180 , Gaia DR2 600750922666388992 , Gaia DR3 600750922666388992
2MASS J21252752-8138278 , Gaia DR2 6348514275456913792 , Gaia DR3 6348514275456913792
Kepler-1890 , Gaia DR2 2053515849540816768 , Gaia DR3 2053515849540816768
TOI-157 , Gaia DR2 4624979393181971328 , Gaia DR3 4624979393181971328
HD 154345 , Gaia DR2 1359938520253565952 , Gaia DR3 1359938520253565952
Kepler-122 , Gaia DR2 2053070616052194304 , Gaia DR3 2053070616052194304
Kepler-1927 , Gaia DR2 2076827454560320768 , Gaia DR3 2076827454560320768
K2-174 , Gaia DR2 46217666333148416 , Gaia DR3 46217666333148416
Kepler-116 , Gaia DR2 2078272831307891456 , Gaia DR3 2078272831307891456
51 Peg , Gaia DR2 2835207319109249920 , Gaia DR3 2835207319109249920
Kepler-1059 , Gaia DR2 2102249400337907456 , Gaia DR3 2102249400337907456
Kepler-1716 , Gaia DR2 2078735519547912832 , Gaia DR3 2078735519547912832
OGLE-2013-BLG-0102L , None , None
OGLE-2015-BLG-1649L , None , None
WASP-101 , Gaia DR2 2924661867160818304 , Gaia DR3 2924661867160818304
K2-376 , Gaia DR2 690025807939789184 , Gaia DR3 690025807939789184
Kepler-1999 , Gaia DR2 2119710538336363904 , Gaia DR3 2119710538336363904
Kepler-836 , Gaia DR2 2130282789316404736 , Gaia DR3 2130282789316404736
Kepler-579 , Gaia DR2 2076477053946253952 , Gaia DR3 2076477053946253952
Kepler-708 , Gaia DR2 2077722010342674944 , Gaia DR3 2077722010342674944
Kepler-858 , Gaia DR2 2133344791759137152 , Gaia DR3 2133344791759137152
Kepler-1369 , Gaia DR2 2103787101707694464 , Gaia DR3 2103787101707694464
HD 36384 , Gaia DR2 502835190261902464 , Gaia DR3 502835190261902464
Kepler-565 , None , None
Kepler-1383 , Gaia DR2 2078431642023279488 , Gaia DR3 2078431642023279488
Kepler-914 , Gaia DR2 2127019915540964224 , Gaia DR3 2127019915540964224
K2-153 , Gaia DR2 3700937760929835648 , Gaia DR3 3700937760929835648
Kepler-224 , Gaia DR2 2129161734133025408 , Gaia DR3 2129161734133025408
Kepler-902 , Gaia DR2 2127832768171557632 , Gaia DR3 2127832768171557632
MOA-2010-BLG-477L , None , None
Kepler-60 , Gaia DR2 2102316985943863424 , Gaia DR3 2102316985943863424
K2-240 , Gaia DR2 6257625719430982016 , Gaia DR3 6257625719430982016
OGLE-2016-BLG-1598L , None , None
HAT-P-52 , Gaia DR2 128623485853170432 , Gaia DR3 128623485853170432
K2-280 , Gaia DR2 6772454416893148928 , Gaia DR3 6772454416893148928
KOI-4777 , Gaia DR2 2102436351673656704 , Gaia DR3 2102436351673656704
Kepler-1777 , Gaia DR2 2051104586182508928 , Gaia DR3 2051104586182508928
Kepler-77 , Gaia DR2 2126912305142208384 , Gaia DR3 2126912305142208384
Kepler-1114 , Gaia DR2 2085258750237006208 , Gaia DR3 2085258750237006208
OGLE-2015-BLG-1771L , None , None
K2-226 , Gaia DR2 3581264372742210048 , Gaia DR3 3581264372742210048
Kepler-1593 , Gaia DR2 2076087964270165632 , Gaia DR3 2076087964270165632
Kepler-1189 , Gaia DR2 2086474260339833088 , Gaia DR3 2086474260339833088
Kepler-331 , Gaia DR2 2052794982231985664 , Gaia DR3 2052794982231985664
HD 96063 , Gaia DR2 3791263156547622784 , Gaia DR3 3791263156547622784
Kepler-523 , Gaia DR2 2106821925598401152 , Gaia DR3 2106821925598401152
Kepler-55 , Gaia DR2 2105930840143687680 , Gaia DR3 2105930840143687680
K2-291 , Gaia DR2 3409148746676599168 , Gaia DR3 3409148746676599168
LHS 475 , Gaia DR2 6347643496607835520 , Gaia DR3 6347643496607835520
HD 149026 , Gaia DR2 1331356474971716992 , Gaia DR3 1331356474971716992
NGC 2682 Sand 364 , None , None
CoRoT-12 , Gaia DR2 3107255598526406912 , Gaia DR3 3107255598526406912
WASP-33 , Gaia DR2 328636019723252096 , Gaia DR3 328636019723252096
TOI-1279 , Gaia DR2 1574358783911530624 , Gaia DR3 1574358783911530624
KMT-2018-BLG-1025L , None , None
Kepler-811 , Gaia DR2 2131496856310537984 , Gaia DR3 2131496856310537984
XO-5 , Gaia DR2 920308932010648448 , Gaia DR3 920308932010648448
HD 15906 , Gaia DR2 5175239363214344960 , Gaia DR3 5175239363214344960
Kepler-1415 , Gaia DR2 2131541867567734528 , Gaia DR3 2131541867567734528
Kepler-683 , Gaia DR2 2052559480582595456 , Gaia DR3 2052559480582595456
TOI-1798 , Gaia DR2 1505890751741673856 , Gaia DR3 1505890751741673856
HD 188641 , Gaia DR2 6691193566928966528 , Gaia DR3 6691193566928966528
HD 18599 , Gaia DR2 4728513943538448512 , Gaia DR3 4728513943538448512
Kepler-1722 , Gaia DR2 2076834154709585664 , Gaia DR3 2076834154709585664
TOI-1669 , Gaia DR2 569673024645542528 , Gaia DR3 569673024645542528
Kepler-1852 , Gaia DR2 2100570824038577792 , Gaia DR3 2100570824038577792
Kepler-1882 , Gaia DR2 2126078080761742336 , Gaia DR3 2126078080761742336
HD 148156 , Gaia DR2 5942178414758660864 , Gaia DR3 5942178414758660864
WASP-36 , Gaia DR2 5750936092375254016 , Gaia DR3 5750936092375254016
Gaia-2 , Gaia DR2 1107980654748582144 , Gaia DR3 1107980654748582144
KMT-2021-BLG-0736L , None , None
KMT-2019-BLG-1806L , None , None
TOI-1744 , Gaia DR2 2239296103032464768 , Gaia DR3 2239296103032464768
HD 109749 , Gaia DR2 6147000074988843264 , Gaia DR3 6147000074988843264
WASP-124 , Gaia DR2 6614751532833886464 , Gaia DR3 6614751532833886464
HD 33283 , Gaia DR2 2955981936912654592 , Gaia DR3 2955981936912654592
TOI-2641 , Gaia DR2 5382970374226953600 , Gaia DR3 5382970374226953600
Kepler-1829 , Gaia DR2 2133457388621345024 , Gaia DR3 2133457388621345024
Kepler-1957 , Gaia DR2 2128835110460415616 , Gaia DR3 2128835110460415616
HD 170469 , Gaia DR2 4484013343859055744 , Gaia DR3 4484013343859055744
OGLE-2005-BLG-071L , None , None
GJ 357 , Gaia DR2 5664814198431308288 , Gaia DR3 5664814198431308288
HD 111591 , Gaia DR2 3955257343054729984 , Gaia DR3 3955257343054729984
Kepler-379 , Gaia DR2 2073167180357401984 , Gaia DR3 2073167180357401984
Kepler-294 , Gaia DR2 2130315224909221120 , Gaia DR3 2130315224909221120
HD 142 , Gaia DR2 4976894960284258048 , Gaia DR3 4976894960284258048
K2-168 , Gaia DR2 6826271727199243264 , Gaia DR3 6826271727199243264
HD 27894 , Gaia DR2 4678605152248591488 , Gaia DR3 4678605152248591488
Kepler-1179 , Gaia DR2 2131625808407771520 , Gaia DR3 2131625808407771520
Kepler-982 , Gaia DR2 2130393938771375104 , Gaia DR3 2130393938771375104
Kepler-200 , Gaia DR2 2103671481186902912 , Gaia DR3 2103671481186902912
Kepler-853 , Gaia DR2 2131859244171951616 , Gaia DR3 2131859244171951616
K2-45 , Gaia DR2 3790858845506203264 , Gaia DR3 3790858845506203264
TOI-2134 , Gaia DR2 4610267648427698816 , Gaia DR3 4610267648427698816
TOI-3976 A , None , None
Kepler-96 , Gaia DR2 2073731161099713408 , Gaia DR3 2073731161099713408
Kepler-1638 , Gaia DR2 2134726877877965568 , Gaia DR3 2134726877877965568
Kepler-1855 , None , None
HD 213885 , Gaia DR2 6407428994690988928 , Gaia DR3 6407428994690988928
K2-2016-BLG-0005L , None , None
Kepler-184 , Gaia DR2 2125831210335846016 , Gaia DR3 2125831210335846016
Kepler-170 , Gaia DR2 2104098950692667264 , Gaia DR3 2104098950692667264
Kepler-1241 , Gaia DR2 2052124692458750976 , Gaia DR3 2052124692458750976
HIP 86221 , None , Gaia DR3 4595441941016988672
HD 105618 , Gaia DR2 3906803888551408000 , Gaia DR3 3906803888551408000
Kepler-1320 , Gaia DR2 2101307290671768704 , Gaia DR3 2101307290671768704
Kepler-925 , Gaia DR2 2101170951231556864 , Gaia DR3 2101170951231556864
WASP-102 , Gaia DR2 2736318583335936128 , Gaia DR3 2736318583335936128
Kepler-1846 , Gaia DR2 2079893820684922112 , Gaia DR3 2079893820684922112
Kepler-871 , Gaia DR2 2078175627609397376 , Gaia DR3 2078175627609397376
Kepler-50 , Gaia DR2 2132885157240180864 , Gaia DR3 2132885161540029952
TOI-1777 , Gaia DR2 810069697186043264 , Gaia DR3 810069697186043264
Kepler-411 , Gaia DR2 2132768952604988672 , Gaia DR3 2132768956905956352
WASP-11 , Gaia DR2 123376685084303360 , Gaia DR3 123376685084303360
HD 24064 , Gaia DR2 549832131164952832 , Gaia DR3 549832131164952832
CoRoT-30 , Gaia DR2 4477300378701511296 , Gaia DR3 4477300378701511296
WASP-141 , Gaia DR2 2980392087185289216 , Gaia DR3 2980392087185289216
TOI-5786 , Gaia DR2 2032764938419327616 , Gaia DR3 2032764938419327616
Kepler-1422 , Gaia DR2 2128941660008727168 , Gaia DR3 2128941660008727168
Kepler-1502 , Gaia DR2 2073199409793428736 , Gaia DR3 2073199409793428736
HD 142022 A , Gaia DR2 5768159705804908800 , Gaia DR3 5768159705804908800
14 Her , Gaia DR2 1385293808145621504 , Gaia DR3 1385293808145621504
Kepler-437 , Gaia DR2 2078866498869416960 , Gaia DR3 2078866498869416960
TOI-5803 , None , None
Kepler-1493 , None , None
Kepler-789 , Gaia DR2 2073176491847171840 , Gaia DR3 2073176491847171840
Kepler-696 , Gaia DR2 2077383670001955968 , Gaia DR3 2077383670001955968
Kepler-1086 , Gaia DR2 2080018374737161984 , Gaia DR3 2080018374737161984
Kepler-217 , Gaia DR2 2128268380936413568 , Gaia DR3 2128268380936413568
Kepler-608 , Gaia DR2 2078399790542181376 , Gaia DR3 2078399790542181376
Kepler-1244 , Gaia DR2 2119130163697443840 , Gaia DR3 2119130163697443840
K2-57 , Gaia DR2 2603155390066307456 , Gaia DR3 2603155390066307456
Kepler-1441 , Gaia DR2 2078201809729303040 , Gaia DR3 2078201809729303040
HD 143105 , Gaia DR2 1646538011423566464 , Gaia DR3 1646538011423566464
HD 86728 , Gaia DR2 746545172372256384 , Gaia DR3 746545172372256384
K2-201 , Gaia DR2 6771370981322320128 , Gaia DR3 6771370981322320128
WASP-8 , Gaia DR2 2312679845530628096 , Gaia DR3 2312679845530628096
Kepler-890 , Gaia DR2 2103062523544455296 , Gaia DR3 2103062523544455296
K2-395 , Gaia DR2 3310124801036651008 , Gaia DR3 3310124801036651008
Kepler-1399 , Gaia DR2 2128074351495006720 , Gaia DR3 2128074351495006720
Kepler-1523 , Gaia DR2 2080193506325008256 , Gaia DR3 2080193506325008256
Kepler-1719 , Gaia DR2 2100196646487547776 , Gaia DR3 2100196646487547776
Kepler-462 , Gaia DR2 2075998903831657472 , Gaia DR3 2075998903831657472
TAP 26 , Gaia DR2 47316005432912256 , Gaia DR3 47316005432912256
TOI-2019 , Gaia DR2 1402405129651594624 , Gaia DR3 1402405129651594624
HD 134606 , Gaia DR2 5798962867668048768 , Gaia DR3 5798962867668048768
Kepler-1302 , Gaia DR2 2130136176312202624 , Gaia DR3 2130136176312202624
Kepler-192 , Gaia DR2 2130243550494676480 , Gaia DR3 2130243550494676480
K2-88 , Gaia DR2 56983706234931328 , Gaia DR3 56983706234931328
HD 11505 , Gaia DR2 2505825177666430592 , Gaia DR3 2505825177666430592
TOI-4153 , Gaia DR2 2299246592282070400 , Gaia DR3 2299246592282070400
TOI-6002 , Gaia DR2 2034047656176989952 , Gaia DR3 2034047656176989952
TOI-262 , Gaia DR2 5019835424832215424 , Gaia DR3 5019835424832215424
WASP-184 , Gaia DR2 6173435259395017344 , Gaia DR3 6173435259395017344
