target,    dr2id,    dr3id
HD 21411 , Gaia DR2 5056511692465250304 , Gaia DR3 5056511692465250304
BD+49 828 , Gaia DR2 439327501725338752 , Gaia DR3 439327501725338752
KELT-15 , Gaia DR2 5489780919480009472 , Gaia DR3 5489780919480009472
TIC 393818343 , Gaia DR2 4233021433662981760 , Gaia DR3 4233021433662981760
HD 86081 , Gaia DR2 3823126385045210880 , Gaia DR3 3823126385045210880
Kepler-1618 , Gaia DR2 2080067440443554176 , Gaia DR3 2080067440445173760
Kepler-40 , Gaia DR2 2086577373912703104 , Gaia DR3 2086577373912703104
TOI-836 , Gaia DR2 6230733559097425152 , Gaia DR3 6230733559097425152
CoRoT-26 , Gaia DR2 4286437357841760000 , Gaia DR3 4286437357841760000
Kepler-1117 , Gaia DR2 2129755573491351040 , Gaia DR3 2129755573491351040
rho CrB , Gaia DR2 1323427759184545536 , Gaia DR3 1323427759184545536
Kepler-1709 , Gaia DR2 2105135854577044480 , Gaia DR3 2105135854577044480
Kepler-193 , Gaia DR2 2080334106374197376 , Gaia DR3 2080334106374197376
HD 22532 , Gaia DR2 4832768399133598080 , Gaia DR3 4832768399133598080
kap And , Gaia DR2 1926476042677456768 , Gaia DR3 1926476042681491712
Kepler-913 , Gaia DR2 2076924314661348736 , Gaia DR3 2076924314661348736
Kepler-1257 , Gaia DR2 2079813934296000512 , Gaia DR3 2079813934296000512
HD 238090 , Gaia DR2 1573086442800134272 , Gaia DR3 1573086442800134272
HD 96127 , Gaia DR2 781999921242524160 , Gaia DR3 781999921242524160
Kepler-542 , Gaia DR2 2052695678282371840 , Gaia DR3 2052695678282371840
Qatar 4 , Gaia DR2 385697172809355392 , Gaia DR3 385697172809355392
HIP 54373 , Gaia DR2 3552000252294347392 , Gaia DR3 3552000252294347392
Kepler-1430 , Gaia DR2 2102816404740404224 , Gaia DR3 2102816404740404224
HD 1605 , Gaia DR2 2862328869351558272 , Gaia DR3 2862328869351558272
Kepler-405 , Gaia DR2 2052726984308676864 , Gaia DR3 2052726984308676864
MOA-bin-29 , Gaia DR2 4056308023653080192 , Gaia DR3 4056308023653080192
Kepler-207 , Gaia DR2 2101898759208960640 , Gaia DR3 2101898759208960640
TrES-3 , None , None
Kepler-567 , Gaia DR2 2086532122140235904 , Gaia DR3 2086532122140235904
Kepler-1334 , Gaia DR2 2133250405558238976 , Gaia DR3 2133250405558238976
TOI-3321 , Gaia DR2 5909085279371278336 , Gaia DR3 5909085279371278336
Kepler-1552 , Gaia DR2 2052767528800649984 , Gaia DR3 2052767528800649984
HD 10975 , Gaia DR2 343449606741529728 , Gaia DR3 343449606741529728
Kepler-121 , Gaia DR2 2100654421280638976 , Gaia DR3 2100654421280638976
K2-286 , Gaia DR2 6264513270727342080 , Gaia DR3 6264513270727342080
Kepler-358 , Gaia DR2 2128902558627267200 , Gaia DR3 2128902558627267200
Kepler-403 , Gaia DR2 2127815657021840128 , Gaia DR3 2127815657021840128
HD 20868 , Gaia DR2 5053536074700031616 , Gaia DR3 5053536074700031616
HD 332231 , Gaia DR2 2056007995732413312 , Gaia DR3 2056007995732413312
HD 73534 , Gaia DR2 603083781399095936 , Gaia DR3 603083781399095936
Kepler-1303 , Gaia DR2 2104156984291199360 , Gaia DR3 2104156984291199360
Kepler-380 , Gaia DR2 2143746515354698496 , Gaia DR3 2143746515354698496
K2-249 , Gaia DR2 3582098107498270208 , Gaia DR3 3582098107498270208
Kepler-917 , Gaia DR2 2085724496490595584 , Gaia DR3 2085724496490595584
NGTS-15 , None , Gaia DR3 4873830691665395584
Kepler-1813 , Gaia DR2 2129660087777589248 , Gaia DR3 2129660087777589248
Kepler-1708 , Gaia DR2 2078801971283008128 , Gaia DR3 2078801971283008128
K2-282 , Gaia DR2 2580848395082660992 , Gaia DR3 2580848395082660992
Kepler-860 , Gaia DR2 2080406364902715776 , Gaia DR3 2080406364902715776
Kepler-1267 , Gaia DR2 2075971312960643712 , Gaia DR3 2075971312960643712
HD 147873 , Gaia DR2 6024733935303422208 , Gaia DR3 6024733935303422208
PDS 70 , Gaia DR2 6110141563309613056 , Gaia DR3 6110141563309613056
K2-182 , Gaia DR2 601480723509077632 , Gaia DR3 601480723509077632
Kepler-1791 , Gaia DR2 2104257967562692096 , Gaia DR3 2104257967562692096
Kepler-1888 , Gaia DR2 2102245375949400960 , Gaia DR3 2102245375949400960
Kepler-819 , Gaia DR2 2076186611079704320 , Gaia DR3 2076186611079704320
OGLE-2018-BLG-0506L , None , None
WASP-93 , Gaia DR2 415703635408772480 , Gaia DR3 415703635408772480
Kepler-1623 , Gaia DR2 2052435819888356864 , Gaia DR3 2052435819888356864
Kepler-1778 , Gaia DR2 2106006156689931648 , Gaia DR3 2106006156689931648
K2-97 , Gaia DR2 600859258922054272 , Gaia DR3 600859258922054272
Kepler-1946 , Gaia DR2 2104797381093952256 , Gaia DR3 2104797381093952256
KMT-2016-BLG-1397L , None , None
Kepler-1966 , Gaia DR2 2053614049674000512 , Gaia DR3 2053614049674000512
KMT-2022-BLG-2286L , None , None
Kepler-281 , Gaia DR2 2078404532186285568 , Gaia DR3 2078404532186285568
HD 180314 , Gaia DR2 2042983077905233792 , Gaia DR3 2042983077905233792
Kepler-1382 , Gaia DR2 2076173859319258368 , Gaia DR3 2076173859319258368
Kepler-1203 , Gaia DR2 2126343823271448832 , Gaia DR3 2126343823271448832
Kepler-1713 , Gaia DR2 2105620159389754624 , Gaia DR3 2105620159389754624
Kepler-82 , Gaia DR2 2125850623586710400 , Gaia DR3 2125850623586710400
TOI-2421 , Gaia DR2 4968289907406396160 , Gaia DR3 4968289907406396160
Wolf 327 , Gaia DR2 796185407950360192 , Gaia DR3 796185407950360192
Kepler-42 , Gaia DR2 2126556132093765888 , Gaia DR3 2126556132093765888
HATS-55 , Gaia DR2 5592019557950033536 , Gaia DR3 5592019557950033536
HD 30562 , Gaia DR2 3188395880157173120 , Gaia DR3 3188395880157173120
K2-342 , Gaia DR2 685749360542215296 , Gaia DR3 685749360542215296
Kepler-960 , Gaia DR2 2119194936102585472 , Gaia DR3 2119194936102585472
Kepler-1034 , Gaia DR2 2099851331117081600 , Gaia DR3 2099851331117081600
Kepler-1554 , Gaia DR2 2103927495598786304 , Gaia DR3 2103927495598786304
Kepler-920 , Gaia DR2 2131815577243101696 , Gaia DR3 2131815577243101696
HAT-P-21 , Gaia DR2 770622651659107712 , Gaia DR3 770622651659107712
TOI-260 , Gaia DR2 2428162410789155328 , Gaia DR3 2428162410789155328
HAT-P-61 , Gaia DR2 256580182331399296 , Gaia DR3 256580182331399296
Kepler-276 , Gaia DR2 2052304325169514880 , Gaia DR3 2052304325169514880
K2-198 , Gaia DR2 3628687065162340224 , Gaia DR3 3628687065162340224
Kepler-1319 , Gaia DR2 2129942765344872320 , Gaia DR3 2129942765344872320
Kepler-1187 , Gaia DR2 2099219867845754752 , Gaia DR3 2099219867845754752
HIP 4845 , Gaia DR2 2473055951588089088 , Gaia DR3 2473055951588089088
KOI-217 , Gaia DR2 2080095679848047872 , Gaia DR3 2080095684150253952
DMPP-3 A , None , None
HD 16905 , Gaia DR2 4724771790072689664 , Gaia DR3 4724771790072689664
alf Tau , None , None
HATS-67 , Gaia DR2 6144060260072337024 , Gaia DR3 6144060260072337024
HAT-P-27 , Gaia DR2 1159336403336463872 , Gaia DR3 1159336403336463872
HD 148427 , Gaia DR2 4330532859324207360 , Gaia DR3 4330532859324207360
Kepler-127 , Gaia DR2 2107266570672734592 , Gaia DR3 2107266570672734592
TOI-5388 , Gaia DR2 753585104807022080 , Gaia DR3 753585104807022080
G 268-110 , Gaia DR2 2358022227591374336 , Gaia DR3 2358022227591374336
Kepler-1918 , Gaia DR2 2125711432287012992 , Gaia DR3 2125711432287012992
Kepler-407 , Gaia DR2 2132086400701217792 , Gaia DR3 2132086400701217792
KMT-2023-BLG-1866L , None , None
MOA-2022-BLG-563L , None , None
Kepler-1939 , Gaia DR2 2103800158408255872 , Gaia DR3 2103800158408255872
Kepler-1157 , Gaia DR2 2105106687459103488 , Gaia DR3 2105106687459103488
GJ 2056 , Gaia DR2 5617244278837970816 , Gaia DR3 5617244278837970816
Kepler-1956 , Gaia DR2 2135052298959703296 , Gaia DR3 2135052298959703296
HIP 99770 , Gaia DR2 2060523518197844608 , Gaia DR3 2060523518197844608
TOI-1749 , Gaia DR2 2253774094189458432 , Gaia DR3 2253774094189458432
Kepler-1689 , Gaia DR2 2052740449026979584 , Gaia DR3 2052740449026979584
HATS-18 , Gaia DR2 3483636295772522880 , Gaia DR3 3483636295773117440
HD 32518 , Gaia DR2 497653157602636928 , Gaia DR3 497653157602636928
Kepler-1093 , Gaia DR2 2104037962156847744 , Gaia DR3 2104037962156847744
MOA-2010-BLG-073L , None , None
TOI-5799 , Gaia DR2 1807887150930343424 , Gaia DR3 1807887150930343424
TOI-712 , Gaia DR2 5284358990266469760 , Gaia DR3 5284358990266469760
WASP-46 , Gaia DR2 6462994429708755072 , Gaia DR3 6462994429708755072
TOI-2180 , Gaia DR2 2151078741786155008 , Gaia DR3 2151078741786155008
Kepler-1111 , Gaia DR2 2080016106994504704 , Gaia DR3 2080016106994504704
Kepler-633 , Gaia DR2 2076601917234347520 , Gaia DR3 2076601917234347520
Kepler-1992 , Gaia DR2 2079880695265507328 , Gaia DR3 2079880695265507328
HD 192310 , Gaia DR2 6847167606385195648 , Gaia DR3 6847167606385195648
GJ 1061 , Gaia DR2 4848140361962951552 , Gaia DR3 4848140361962951552
HD 30856 , Gaia DR2 4893980371818915456 , Gaia DR3 4893980371818915456
Kepler-1945 , None , Gaia DR3 2104707083701743744
WASP-44 , Gaia DR2 2424406513428936832 , Gaia DR3 2424406513428936832
Kepler-313 , Gaia DR2 2086932653608913024 , Gaia DR3 2086932653608913024
K2-39 , Gaia DR2 2609222216055014144 , Gaia DR3 2609222216055014144
Kepler-266 , Gaia DR2 2078328287926130304 , Gaia DR3 2078328287926130304
HR 810 , Gaia DR2 4745373133284418816 , Gaia DR3 4745373133284418816
K2-406 , Gaia DR2 6214868495365748096 , Gaia DR3 6214868495365748096
HD 189567 , Gaia DR2 6427244702486210816 , Gaia DR3 6427244702486210816
Kepler-1894 , Gaia DR2 2134931077802625792 , Gaia DR3 2134931077802625792
HD 73267 , Gaia DR2 5638825939745228544 , Gaia DR3 5638825939745228544
MOA-2011-BLG-028L , None , None
HD 210277 , Gaia DR2 2619706544757416192 , Gaia DR3 2619706544757416192
HD 75784 , Gaia DR2 608182831000585728 , Gaia DR3 608182831000585728
Kepler-1435 , Gaia DR2 2126632994828732032 , Gaia DR3 2126632994828732032
GJ 3998 , Gaia DR2 4540061704988054400 , Gaia DR3 4540061704989418240
Kepler-712 , Gaia DR2 2077961463362645632 , Gaia DR3 2077961463362645632
Kepler-817 , Gaia DR2 2073195870740245504 , Gaia DR3 2073195870740245504
Kepler-334 , Gaia DR2 2130661880308812800 , Gaia DR3 2130661880308812800
HD 75302 , Gaia DR2 581100382135253760 , Gaia DR3 581100382135253760
NGTS-21 , None , Gaia DR3 6779308394419726848
K2-221 , Gaia DR2 2582898606311167872 , Gaia DR3 2582898606311167872
Kepler-1469 , Gaia DR2 2052456263933727744 , Gaia DR3 2052456263933727744
HD 31527 , Gaia DR2 2972622770521857664 , Gaia DR3 2972622770521857664
HD 81040 , Gaia DR2 637329067477530368 , Gaia DR3 637329067477530368
Kepler-1230 , Gaia DR2 2104527554068149120 , Gaia DR3 2104527554068149120
MOA-2011-BLG-291L , None , None
HD 43691 , Gaia DR2 959971546241168384 , Gaia DR3 959971546241608576
Kepler-1762 , Gaia DR2 2101083368257255040 , Gaia DR3 2101083368257255040
HD 11977 , Gaia DR2 4697508196671120000 , Gaia DR3 4697508196671120000
HD 115954 , Gaia DR2 1476407794119745536 , Gaia DR3 1476407794120339328
HD 64114 , Gaia DR2 3037245604373149824 , Gaia DR3 3037245604373149824
TrES-5 , None , None
Kepler-51 , Gaia DR2 2135275362382289280 , Gaia DR3 2135275362382289280
Kepler-1993 , Gaia DR2 2127956360152391168 , Gaia DR3 2127956360152391168
Kepler-1410 , Gaia DR2 2052857547022629888 , Gaia DR3 2052857547022629888
GJ 2126 , Gaia DR2 5977270148650362112 , Gaia DR3 5977270148650362112
K2-215 , Gaia DR2 2564621115285038208 , Gaia DR3 2564621115285038208
KOI-55 , Gaia DR2 2076819620539690880 , Gaia DR3 2076819620539690880
Kepler-1485 , Gaia DR2 2079295514562689280 , Gaia DR3 2079295514562689280
PSR J1719-1438 , None , None
TOI-733 , Gaia DR2 5392409372314518656 , Gaia DR3 5392409372314518656
Kepler-388 , Gaia DR2 2106711424679833984 , Gaia DR3 2106711424679833984
KMT-2018-BLG-1292L , None , None
KMT-2022-BLG-0371L , None , None
Kepler-1448 , Gaia DR2 2132984426823383168 , Gaia DR3 2132984426823383168
Kepler-1570 , Gaia DR2 2085225627448615424 , Gaia DR3 2085225627448615424
Kepler-1656 , Gaia DR2 2103392720630278656 , Gaia DR3 2103392720630278656
Kepler-951 , Gaia DR2 2099524776162690944 , Gaia DR3 2099524776162690944
TOI-2458 , Gaia DR2 3233785128901216128 , Gaia DR3 3233785128901216128
TOI-3082 , Gaia DR2 3509135344808097024 , Gaia DR3 3509135344808097024
WASP-100 , Gaia DR2 4675352109658261376 , Gaia DR3 4675352109659600000
Kepler-1598 , Gaia DR2 2130770766319922560 , Gaia DR3 2130770766319922560
HD 4203 , Gaia DR2 2801366000472903040 , Gaia DR3 2801366000472903040
Kepler-1017 , Gaia DR2 2103516759284836992 , Gaia DR3 2103516759284836992
POTS-1 , Gaia DR2 5851616143098057472 , Gaia DR3 5851616143098057472
TOI-1248 , Gaia DR2 1438888501713397760 , None
TOI-1937 A , None , None
Kepler-139 , Gaia DR2 2105362903731391744 , Gaia DR3 2105362903731391744
Kepler-1012 , Gaia DR2 2127749342727327616 , Gaia DR3 2127749342727327616
Kepler-1556 , Gaia DR2 2101303889057595136 , Gaia DR3 2101303889057595136
Kepler-999 , Gaia DR2 2085286890863482752 , Gaia DR3 2085286890863482752
TOI-1422 , Gaia DR2 1920333449169516288 , Gaia DR3 1920333449169516288
NGTS-13 , Gaia DR2 5385076140853434752 , Gaia DR3 5385076140853434752
K2-55 , Gaia DR2 6825931948041984256 , Gaia DR3 6825931948041984256
BD+60 1417 , Gaia DR2 1579929906250111232 , Gaia DR3 1579929906250111232
Kepler-682 , Gaia DR2 2133476080319167104 , Gaia DR3 2133476080319167104
Kepler-1351 , Gaia DR2 2077728538692850816 , Gaia DR3 2077728538692850816
HAT-P-16 , Gaia DR2 381592313648387200 , Gaia DR3 381592313648387200
Kepler-1386 , Gaia DR2 2116750034560253184 , Gaia DR3 2116750034560253184
Kepler-690 , Gaia DR2 2076459496119200000 , Gaia DR3 2076459496119200000
Kepler-1295 , Gaia DR2 2126680651786377984 , Gaia DR3 2126680651786377984
Kepler-1395 , Gaia DR2 2128478044059903872 , Gaia DR3 2128478044059903872
eps Ind A , None , None
Kepler-1575 , Gaia DR2 2128008479575522432 , Gaia DR3 2128008479575522432
Kepler-14 , None , None
Kepler-1671 , Gaia DR2 2052984785425250176 , Gaia DR3 2052984785425250176
omi UMa , Gaia DR2 1041808368494264576 , Gaia DR3 1041808368494264576
HD 221420 , Gaia DR2 6353376831270492800 , Gaia DR3 6353376831270492800
Kepler-715 , Gaia DR2 2105091878412164352 , Gaia DR3 2105091878412164352
Kepler-797 , Gaia DR2 2076947266967292928 , Gaia DR3 2076947266967292928
K2-151 , Gaia DR2 2579620343673729408 , Gaia DR3 2579620343673729408
HIP 107773 , Gaia DR2 6402076022332085760 , Gaia DR3 6402076022332085760
Kepler-1509 , Gaia DR2 2107557464516077184 , Gaia DR3 2107557464516077184
TOI-2152 , Gaia DR2 562109759036198272 , Gaia DR3 562109759036198272
TOI-4010 , Gaia DR2 525352325110310400 , Gaia DR3 525352325110310400
TOI-4364 , Gaia DR2 3210444215030339584 , Gaia DR3 3210444215030339584
HATS-28 , Gaia DR2 6661242835829891584 , Gaia DR3 6661242835829891584
Kepler-1814 , Gaia DR2 2103845032226500352 , Gaia DR3 2103845032226500352
WASP-103 , Gaia DR2 4439085988769170432 , Gaia DR3 4439085988769170432
HD 98736 , Gaia DR2 3977050728669174912 , Gaia DR3 3977050728669174912
KMT-2016-BLG-2142L , None , None
WASP-70 A , Gaia DR2 6888469489370835840 , Gaia DR3 6888469489370835840
WASP-161 , Gaia DR2 5751177095877066496 , Gaia DR3 5751177095877066496
K2-245 , Gaia DR2 3694743765254445312 , Gaia DR3 3694743765254445312
K2-230 , Gaia DR2 3676684252407983488 , Gaia DR3 3676684252407983488
HD 151450 , Gaia DR2 4134094524223600640 , Gaia DR3 4134094524223600640
Kepler-325 , Gaia DR2 2133021810218800384 , Gaia DR3 2133021810218800384
TOI-3493 , None , None
HATS-63 , Gaia DR2 4891362198412001408 , Gaia DR3 4891362198412001408
OGLE-2019-BLG-0362L , None , None
Kepler-549 , Gaia DR2 2107622335702262400 , Gaia DR3 2107622335702262400
RR Cae , Gaia DR2 4788741548375134336 , Gaia DR3 4788741548375134336
Kepler-645 , None , None
HD 40979 , Gaia DR2 961428192989499904 , Gaia DR3 961428192989499904
GJ 238 , Gaia DR2 5482827676662168832 , Gaia DR3 5482827676662168832
EPIC 201238110 , Gaia DR2 3600975145895223040 , Gaia DR3 3600975145895223040
Kepler-1237 , Gaia DR2 2079669589034384000 , Gaia DR3 2079669589034384000
HATS-48 A , Gaia DR2 6638412919991750912 , Gaia DR3 6638412919991750912
Kepler-1312 , Gaia DR2 2053550106200274688 , Gaia DR3 2053550106200274688
Kepler-529 , Gaia DR2 2131505514964760832 , Gaia DR3 2131505514964760832
Kepler-57 , Gaia DR2 2126418658780855296 , Gaia DR3 2126418658780855296
TOI-1268 , Gaia DR2 1675923005135391488 , Gaia DR3 1675923009431370880
HATS-66 , Gaia DR2 5582647836223843840 , Gaia DR3 5582647836223843840
K2-16 , Gaia DR2 3897048338487064064 , Gaia DR3 3897048338487064064
HD 126525 , Gaia DR2 5898641087150340224 , Gaia DR3 5898641087150340224
Kepler-1891 , Gaia DR2 2126892067256468736 , Gaia DR3 2126892067256468736
Kepler-1084 , Gaia DR2 2129464546506876928 , Gaia DR3 2129464546506876928
BD+14 4559 , Gaia DR2 1759623813132980864 , Gaia DR3 1759623813132980864
Kepler-891 , Gaia DR2 2101493898411455360 , Gaia DR3 2101493898411455360
HD 37605 , Gaia DR2 3332911492327546368 , Gaia DR3 3332911492327546368
Kepler-1211 , Gaia DR2 2103785516859681152 , Gaia DR3 2103785516859681152
NGTS-24 , Gaia DR2 5397086969654628864 , Gaia DR3 5397086969654628864
TOI-1799 , Gaia DR2 761300339243646848 , Gaia DR3 761300339243646848
Kepler-1364 , Gaia DR2 2134842532758180864 , Gaia DR3 2134842532758180864
WASP-147 , Gaia DR2 2340919358581488768 , Gaia DR3 2340919358581488768
Kepler-113 , Gaia DR2 2133369840008452224 , Gaia DR3 2133369840008452224
HIP 66074 , Gaia DR2 1712614124767394816 , Gaia DR3 1712614124767394816
Kepler-1653 , None , None
Kepler-383 , Gaia DR2 2052634109935669376 , None
K2-419 A , None , None
Kepler-985 , Gaia DR2 2126878048483137152 , Gaia DR3 2126878048483137152
6 Lyn , Gaia DR2 1004358968092652544 , Gaia DR3 1004358968092652544
Kepler-130 , Gaia DR2 2101305259145506816 , Gaia DR3 2101305259145506816
Kepler-636 , None , None
Kepler-231 , Gaia DR2 2135223204298512128 , Gaia DR3 2135223204298512128
OGLE-2008-BLG-355L , None , None
Kepler-537 , Gaia DR2 2133263737136893696 , Gaia DR3 2133263737136893696
Kepler-1174 , Gaia DR2 2104710176078205440 , Gaia DR3 2104710176078205440
Kepler-43 , Gaia DR2 2107314266289095296 , Gaia DR3 2107314266289095296
GJ 674 , Gaia DR2 5951824121022278144 , Gaia DR3 5951824121022278144
Kepler-698 , Gaia DR2 2102170235500805376 , Gaia DR3 2102170235500805376
GJ 436 , Gaia DR2 4017860992519744384 , Gaia DR3 4017860992519744384
TOI-178 , Gaia DR2 2318295979126499200 , Gaia DR3 2318295979126499200
K2-335 , Gaia DR2 658060049982487040 , Gaia DR3 658060049982487040
K2-72 , Gaia DR2 2615653023342995584 , Gaia DR3 2615653023342995584
TOI-1408 , Gaia DR2 2275130045974715904 , Gaia DR3 2275130045974715904
Kepler-1606 , Gaia DR2 2105554394851020160 , Gaia DR3 2105554394851020160
Kepler-816 , Gaia DR2 2052356964290178048 , Gaia DR3 2052356964290178048
KMT-2016-BLG-1836L , None , None
Kepler-558 , Gaia DR2 2104251370492901760 , Gaia DR3 2104251370492901760
HD 108147 , Gaia DR2 6053512007260865280 , Gaia DR3 6053512007260865280
TOI-2589 , Gaia DR2 5566108398204103424 , Gaia DR3 5566108398204103424
Kepler-1895 , Gaia DR2 2129716192930293888 , Gaia DR3 2129716192930293888
TOI-3362 , Gaia DR2 5351820556994135296 , Gaia DR3 5351820556994135296
K2-228 , Gaia DR2 3583611726987567232 , Gaia DR3 3583611726988838144
OGLE-2008-BLG-092L , None , None
Kepler-818 , Gaia DR2 2073292868278609664 , Gaia DR3 2073292868280455936
TOI-1772 , Gaia DR2 749676822006222464 , Gaia DR3 749676822006222464
Kepler-936 , Gaia DR2 2128190453050802048 , Gaia DR3 2128190453050802048
KOI-1783 , Gaia DR2 2127790368255394048 , Gaia DR3 2127790368255394048
KMT-2016-BLG-2397L , None , None
KMT-2017-BLG-0849L , None , None
OGLE-2013-BLG-0341L B , None , None
TOI-2714 , None , Gaia DR3 5098036746249924224
Kepler-1608 , Gaia DR2 2076214889145035136 , Gaia DR3 2076214889145035136
Kepler-1490 , Gaia DR2 2077895183426195712 , Gaia DR3 2077895183426195712
Kepler-235 , Gaia DR2 2100082125479729792 , Gaia DR3 2100082125479729792
HD 42012 , Gaia DR2 3452333199728743936 , Gaia DR3 3452333199728743936
Kepler-908 , Gaia DR2 2076194101502797952 , Gaia DR3 2076194101502797952
Kepler-1833 , Gaia DR2 2127402790405934464 , Gaia DR3 2127402790405934464
Kepler-997 , Gaia DR2 2132709613336959744 , Gaia DR3 2132709613336959744
Proxima Cen , Gaia DR2 5853498713160606720 , Gaia DR3 5853498713190525696
WASP-1 , Gaia DR2 2862548428079638912 , Gaia DR3 2862548428079638912
Kepler-1953 , Gaia DR2 2130377106797534336 , Gaia DR3 2130377106797534336
Kepler-1220 , Gaia DR2 2078707035323917568 , Gaia DR3 2078707035323917568
Kepler-1147 , Gaia DR2 2053636452223709696 , Gaia DR3 2053636452223709696
Kepler-478 , Gaia DR2 2128256492466658176 , Gaia DR3 2128256492468364160
WASP-95 , Gaia DR2 6518399301667782016 , Gaia DR3 6518399301667782016
HD 56957 , Gaia DR2 5561488078545298176 , Gaia DR3 5561488078545298176
Kepler-159 , Gaia DR2 2076764576237957504 , Gaia DR3 2076764576237957504
