Sol                  ranks  141 of  601 stars in decreasing density
Sol                  ranks  370 of  601 stars in decreasing residuals
Sol                  ranks   43 of   77 stars with |v| within 1.250000


           Gaia id            |   rho   |    D    |    u     |    v     |    w     |    U     |    V     |    W     
                              |         |         |   [pc]   |   [pc]   |   [pc]   |  [km/s]  |  [km/s]  |  [km/s]  
------------------------------------------------------------------------------------------------------------------------
Gaia DR3 6001414534947341184  |1.062e+00|6.182e-01| 3.120e+01|-1.705e+01| 6.640e+00|-3.964e+01|-2.408e+01|-8.945e+00
Gaia DR3 328643239565641856   |3.146e+01|3.514e-01|-2.140e+01| 1.620e+01|-1.066e+01|-2.971e+01|-6.723e+00| 5.960e+00
Gaia DR3 148625114192311168   |3.277e+00|5.124e-01|-2.804e+01| 3.208e+00|-1.014e+01| 1.965e+00| 3.068e+00| 1.316e+01
Gaia DR3 1352483797057853440  |1.480e+00|5.849e-01| 7.851e+00| 1.533e+01| 1.428e+01| 4.724e+01| 2.060e+01| 1.060e+01
Gaia DR3 6541741997949120512  |1.889e-01|8.243e-01| 1.482e+01|-2.901e+00|-3.111e+01| 6.346e+01| 2.498e+01| 1.394e+01
Gaia DR3 5150342983988467968  |1.359e-01|8.709e-01|-1.133e+01|-1.758e-01|-2.489e+01|-7.284e+01|-8.592e+00|-1.453e+01
Gaia DR3 3305633918809117824  |1.070e+00|6.174e-01|-2.773e+01| 8.835e-01|-1.410e+01| 2.438e+01|-2.255e+01| 1.920e+01
Gaia DR3 5764963288062719744  |2.825e-01|7.709e-01| 1.628e+01|-2.521e+01|-1.453e+01| 2.662e+01|-2.188e+01|-3.404e+01
Gaia DR3 577478109796779648   |4.482e+00|4.863e-01|-1.391e+01|-1.485e+01| 1.213e+01|-3.482e+01|-1.247e+00|-1.797e+00
Gaia DR3 6226694571859532800  |2.723e-01|7.756e-01| 2.173e+01|-8.261e+00| 1.204e+01|-1.009e+01|-2.882e+01| 2.854e+01
Gaia DR3 6617978530741987456  |1.347e+00|5.942e-01| 1.603e+01| 6.170e+00|-2.139e+01| 3.163e+01| 6.576e+00| 1.799e+01
Gaia DR3 6143170617724394368  |1.625e-01|8.453e-01| 1.487e+01|-3.095e+01| 9.910e+00| 2.270e+01| 1.226e+01| 4.048e+01
Gaia DR3 2528227035593363840  |4.545e+00|4.852e-01|-2.651e+00| 6.898e+00|-1.742e+01| 8.771e+00| 4.162e+00|-1.027e+01
Gaia DR3 4951081485279882368  |1.282e+00|5.991e-01|-2.855e+00|-1.184e+01|-2.891e+01|-3.404e+01|-3.886e+01| 5.331e+00
Gaia DR3 5942630107855861888  |6.782e+00|4.539e-01| 1.787e+01|-7.254e+00|-2.980e-02| 7.603e+00|-1.278e+01|-5.524e+00
Gaia DR3 457116569072622336   |6.642e-01|6.685e-01|-2.351e+01| 2.192e+01|-3.235e+00|-5.036e+01| 5.746e+00| 1.475e+00
Gaia DR3 6582572194745321600  |2.281e+00|5.442e-01| 2.565e+01| 1.810e+00|-2.600e+01| 3.124e+01| 2.208e+01|-7.318e+00
Gaia DR3 3337021642888651776  |7.491e-01|6.552e-01|-3.486e+01|-9.526e+00|-5.693e+00| 5.204e+00|-2.108e+00|-2.714e+01
Gaia DR3 3308428877366857728  |5.211e+02|2.201e-01|-3.565e+01|-2.432e+00|-1.348e+01|-2.768e+01|-6.201e+00| 3.673e+00
Gaia DR3 6035956925371144832  |3.878e+00|4.982e-01| 1.387e+01|-4.478e+00| 3.650e+00|-2.381e+01|-9.713e+00| 9.179e-01
Gaia DR3 1557142459045799552  |3.742e+00|5.011e-01|-4.309e+00| 8.232e+00| 2.179e+01| 2.572e+01| 1.203e+01| 1.270e+01
Gaia DR3 6261708725795693440  |4.451e-01|7.146e-01| 2.559e+01|-3.514e+00| 1.443e+01|-4.836e-01| 2.655e+00|-3.151e+01
Gaia DR3 5115590415026701184  |1.191e-01|8.902e-01|-1.456e+01|-5.479e+00|-1.609e+01|-8.360e+01|-4.184e+01|-1.870e+01
Gaia DR3 4453623873248473088  |3.220e+00|5.138e-01| 2.829e+01| 1.283e+01| 2.494e+01|-2.055e+01|-1.341e+01|-8.327e+00
Gaia DR3 3472117227842567552  |5.070e-01|6.993e-01| 1.180e+01|-2.286e+01| 1.750e+01|-8.545e+00|-3.003e+01|-2.498e+01
Gaia DR3 6320600527085407232  |1.184e-01|8.911e-01| 2.056e+01|-3.377e+00| 1.838e+01| 6.424e+01|-4.650e+01|-2.840e+00
Gaia DR3 3472253945241732864  |9.664e-01|6.280e-01| 1.487e+01|-2.765e+01| 2.205e+01|-1.465e+00|-2.706e+01|-1.052e+01
Gaia DR3 1237090738916392832  |3.794e+00|5.000e-01| 2.976e+00| 1.268e+00| 5.923e+00| 1.856e+01| 1.117e+01| 6.341e+00
Gaia DR3 1144584084028819072  |6.026e-01|6.794e-01|-1.289e+01| 1.451e+01| 1.251e+01| 2.358e+00|-3.656e+01| 2.108e+01
Gaia DR3 5788596049254781952  |1.890e-01|8.243e-01| 1.613e+01|-2.671e+01|-8.611e+00| 6.338e+01|-3.822e+01| 8.874e+00
Gaia DR3 4745195905754074496  |6.328e+01|3.128e-01| 6.132e-01|-2.045e+01|-3.301e+01|-8.704e-01|-5.789e+00| 5.997e+00
Gaia DR3 1650113932474495104  |1.582e+00|5.785e-01|-5.973e+00| 2.787e+01| 2.049e+01| 2.801e+01| 8.441e+00|-1.688e+01
Gaia DR3 469602107722440576   |1.352e-02|1.279e+00|-3.128e+01| 2.110e+01| 1.565e+00| 4.855e+01|-3.161e+01| 6.243e+01
Gaia DR3 6066148488181224576  |2.816e+00|5.254e-01| 1.831e+01|-2.117e+01| 4.553e+00| 2.396e+01|-4.577e-01|-2.521e+00
Gaia DR3 3590516110255264000  |4.353e+00|4.887e-01|-1.418e-01|-1.307e+01| 1.370e+01|-5.307e+00|-6.845e-01| 1.024e+01
Gaia DR3 3173680600645518848  |1.818e+00|5.652e-01|-1.786e+01|-1.132e+01|-1.439e+01|-2.462e+01| 9.686e+00|-1.050e+01
Gaia DR3 5683119044103789440  |4.826e-01|7.050e-01|-6.966e+00|-1.630e+01| 7.766e+00| 5.184e+01|-4.210e+00| 2.375e+01
Gaia DR3 1150479046901494016  |3.161e+00|5.154e-01|-1.607e+01| 2.075e+01| 1.298e+01| 4.683e+00| 9.121e-01|-1.239e+01
Gaia DR3 3190360569997363968  |9.210e-01|6.330e-01|-2.216e+01|-9.702e+00|-2.144e+01| 4.130e+01|-2.310e+01|-7.868e+00
Gaia DR3 1923802133480850176  |1.735e-01|8.361e-01|-8.383e+00| 2.552e+01|-9.105e+00|-7.217e+01|-4.235e+01| 6.328e+00
Gaia DR3 4716354478806033792  |1.674e+00|5.730e-01| 7.870e+00|-1.966e+01|-3.213e+01|-1.861e+01| 9.930e+00|-7.757e+00
Gaia DR3 5258898488554176384  |4.446e+00|4.870e-01| 6.442e+00|-3.020e+01|-6.663e-01| 2.295e+01| 9.898e+00| 3.940e+00
Gaia DR3 319280348298103040   |1.647e-01|8.434e-01|-2.499e+01| 2.605e+01|-1.704e+01| 5.954e+01| 2.735e+01|-1.312e+01
Gaia DR3 3862158321981206272  |5.208e-01|6.961e-01|-1.308e+01|-2.134e+01| 2.972e+01|-8.168e+00|-2.278e+01|-2.417e+01
Gaia DR3 5569783309659510400  |1.041e+01|4.226e-01|-1.261e+01|-3.403e+01|-1.304e+01|-1.446e+01|-6.785e+00| 3.961e+00
Gaia DR3 372256570871229824   |1.830e-01|8.287e-01|-1.886e+01| 2.245e+01|-1.135e+01|-7.434e+00|-4.452e+01|-3.252e+01
Gaia DR3 741184091114529792   |8.997e-01|6.355e-01|-1.745e+01|-6.731e+00| 2.761e+01|-8.513e+00|-1.019e+01| 2.447e+01
Gaia DR3 6353376831270492800  |2.226e+00|5.465e-01| 1.503e+01|-1.902e+01|-1.957e+01| 2.178e+01|-4.899e+00|-1.020e+01
Gaia DR3 2338943673624461440  |7.843e-06|4.430e+00| 5.995e+00| 5.021e+00|-2.798e+01|-4.890e+00|-3.271e+02|-9.660e+01
Gaia DR3 3975129194660883328  |4.516e-01|7.129e-01|-5.073e+00|-8.971e+00| 3.804e+01|-6.183e+01|-2.836e+01|-5.849e+00
Gaia DR3 6723283462325198208  |6.195e+00|4.608e-01| 3.544e+01|-3.903e+00|-8.413e+00|-3.532e+00|-3.843e+00| 6.251e+00
Gaia DR3 3233007361862146048  |3.515e+00|5.064e-01|-2.918e+01|-7.452e+00|-1.457e+01|-8.829e+00| 6.363e+00| 8.382e+00
Gaia DR3 1683438102687493120  |2.039e+00|5.545e-01|-1.574e+01| 2.061e+01| 2.838e+01|-1.157e-01| 2.313e+01| 5.517e-01
Gaia DR3 4489242552431774592  |3.039e+00|5.188e-01| 2.598e+01| 1.798e+01| 1.094e+01|-1.450e+00| 1.093e+01|-1.231e+01
Gaia DR3 981375326780564608   |3.223e-01|7.541e-01|-2.455e+01| 6.767e+00| 1.136e+01| 5.825e+01| 1.020e+00|-1.632e+01
Gaia DR3 4784805056230587392  |1.539e-01|8.530e-01|-3.487e+00|-1.509e+01|-1.317e+01| 4.806e+01| 1.191e+01|-3.831e+01
Gaia DR3 6866905901690264960  |3.879e+00|4.981e-01| 2.967e+01| 1.167e+01|-1.403e+01|-2.961e+00|-1.615e+00| 1.624e+01
Gaia DR3 6571829966141537920  |8.958e+00|4.333e-01| 2.198e+01| 7.471e-03|-2.839e+01|-5.517e+00|-4.751e+00|-1.938e+00
Gaia DR3 5840088966220222720  |1.832e-01|8.285e-01| 1.797e+01|-2.589e+01|-5.762e+00|-2.883e+01|-6.351e+01|-1.469e+01
Gaia DR3 2603443492176803584  |3.907e+00|4.976e-01| 9.626e+00| 1.262e+01|-2.572e+01| 2.413e+01| 6.735e+00|-6.536e-01
Gaia DR3 6912395304772726144  |5.411e+00|4.713e-01| 1.487e+01| 1.504e+01|-1.295e+01| 1.227e+01| 1.576e+01|-1.231e+00
Gaia DR3 2914376038961656064  |9.280e-02|9.280e-01|-1.666e+01|-1.968e+01|-1.170e+01|-2.939e+01|-6.524e+01|-3.502e+01
Gaia DR3 4398623381046659712  |5.797e+00|4.659e-01| 2.898e+01| 2.488e+00| 1.983e+01|-6.333e+00|-1.207e+01| 3.070e-01
Gaia DR3 4722135642226902656  |2.351e-01|7.948e-01| 1.274e+00|-8.078e+00|-8.836e+00|-5.872e+01|-3.420e+01| 2.329e+01
Gaia DR3 221399899050288896   |8.748e-01|6.385e-01|-3.291e+01| 1.330e+01|-1.002e+01| 3.792e+01|-2.109e+01| 1.532e+01
Gaia DR3 1008355658499073024  |3.732e-01|7.359e-01|-2.967e+01| 1.715e+01| 1.276e+01|-4.427e+01| 2.444e+01|-7.456e+00
Gaia DR3 1948077941473461504  |1.039e+00|6.204e-01| 1.470e+00| 2.874e+01|-8.202e+00| 2.625e+01| 9.103e-01| 1.700e+01
Gaia DR3 950362158209755008   |5.098e+00|4.760e-01|-3.129e+01| 1.795e+00| 9.833e+00|-7.927e-01|-3.080e-01| 5.901e+00
Gaia DR3 1961385914819977216  |8.487e-02|9.419e-01|-1.534e+00| 2.149e+01|-4.118e+00| 3.456e+01|-6.488e+01|-1.266e+00
Gaia DR3 258996015538087680   |1.461e-02|1.263e+00|-1.795e+01| 7.522e+00| 7.426e-01|-6.923e+01|-6.880e+01| 4.261e+01
Gaia DR3 460050169170768128   |6.184e+00|4.609e-01|-2.512e+01| 2.051e+01|-5.859e-01|-8.057e+00|-5.292e+00| 2.851e+00
Gaia DR3 3965607870640939008  |3.107e-02|1.114e+00|-6.310e+00|-1.382e+01| 3.526e+01| 7.710e+01| 4.292e+01| 8.027e+00
Gaia DR3 6114232433761438208  |1.317e-03|1.886e+00| 7.823e+00|-7.381e+00| 4.226e+00| 1.726e+02|-3.289e+01|-1.274e+01
Gaia DR3 5850123968410499200  |4.504e-01|7.132e-01| 2.342e+01|-2.431e+01|-2.168e+00| 5.938e+01|-2.115e+01| 1.944e+01
Gaia DR3 1615668981955214336  |1.243e+01|4.103e-01|-1.941e+00| 1.868e+01| 2.256e+01| 2.438e+01| 1.937e+01| 4.075e+00
Gaia DR3 3639794778302745088  |6.586e-03|1.442e+00| 1.053e+01|-4.308e+00| 1.334e+01| 3.708e+00|-1.059e+02| 4.158e+01
Gaia DR3 5788811970149449472  |1.100e-02|1.324e+00| 1.758e+01|-2.805e+01|-8.319e+00|-1.275e+02|-3.025e+01|-6.755e+00
Gaia DR3 6772521384023709696  |1.331e-01|8.739e-01| 2.540e+01| 7.443e+00|-8.024e+00| 7.918e+01|-3.707e+01|-3.466e+00
Gaia DR3 5640774308703468928  |1.798e-01|8.311e-01|-8.968e+00|-3.375e+01| 4.424e+00| 5.081e+01|-7.842e+00|-4.036e+01
Gaia DR3 2559743131948470272  |1.279e+00|5.993e-01|-1.114e+01| 8.660e+00|-2.328e+01| 4.604e+01|-3.485e+00| 1.411e+01
Gaia DR3 2630815941525069696  |4.560e+00|4.849e-01| 4.408e+00| 1.383e+01|-2.674e+01|-6.167e+00| 5.945e+00|-3.402e+00
Gaia DR3 4121827169981644800  |4.723e+00|4.821e-01| 3.840e+01| 4.915e+00| 5.133e+00| 1.489e+01| 1.536e+01|-2.438e+00
Gaia DR3 6252671461775732736  |6.912e-01|6.641e-01| 3.166e+01|-9.846e+00| 1.946e+01|-4.964e+00|-3.759e+01| 2.923e+00
Gaia DR3 114832620743735808   |1.019e+01|4.241e-01|-1.784e+01| 9.213e+00|-1.112e+01|-1.342e+01|-1.204e+01| 5.637e+00
Gaia DR3 3463299110228918272  |1.686e+00|5.724e-01| 6.962e+00|-1.964e+01| 8.874e+00| 1.645e+01|-4.276e+00| 2.049e+01
Gaia DR3 1641792072561731712  |2.987e+00|5.203e-01|-4.073e+00| 2.959e+01| 2.656e+01|-2.641e+00| 1.570e+01|-5.858e+00
